Date,Event,Event Description,Meeting code,Participant Identifier,Participant outside organization,Client type,Organizer email,Product type,Duration,Call rating out of 5,Actor name,IP address,City,Country,Network Round Trip Time Mean In ms,Transport Protocol,Estimated Upload Bandwidth in kbps,Estimated Download Bandwidth in kbps,Audio Receive Packet Loss Max,Audio Receive Packet Loss Mean,Audio Receive Duration,Audio Send Bitrate Mean in kbps,Audio Send Packet Loss Max,Audio Send Packet Loss Mean,Audio Send Duration,Calendar event ID,Conference ID,Network Recv Jitter Mean in ms,Network Recv Jitter Max in ms,Network Send Jitter Mean in ms,Screencast Receive Bitrate Mean in kbps,Screencast Receive FPS Mean,Screencast Receive Long Side Median,Screencast Receive Packet Loss Max,Screencast Receive Packet Loss Mean,Screencast Receive Duration,Screencast Receive Short Side Median,Screencast Send Bitrate Mean in kbps,Screencast Send FPS Mean,Screencast Send Long Side Median,Screencast Send Packet Loss Max,Screencast Send Packet Loss Mean,Screencast Send Duration,Screencast Send Short Side Median,Video Receive FPS Mean,Video Receive Long Side Median,Video Receive Packet Loss Max,Video Receive Packet Loss Mean,Video Receive Duration,Video Receive Short Side Median,Network Congestion Ratio,Video Send Bitrate Mean in kbps,Video Send FPS Mean,Video Send Long Side Median,Video Send Packet Loss Max,Video Send Packet Loss Mean,Video Send Duration,Video Send Short Side Median
"Nov 10, 2021, 11:43:04 AM PST",Endpoint left,The endpoint left a video meeting,CDHFVFHQFP,hartland583@mycompany.co,No,Web,hartland583@mycompany.co,Google Meet,1865,,Rahal Hartland,183.134.2.205,Buffalo,United States,34.0,UDP,642.0,970.0,3.0,0.0,1865,11.0,3.0,0.0,1865,10bj003siln6mf50msf427f9k6_20211110T190000Z,6ruRrUhtk77Bka1bLdu3YKIA,3.0,28.0,3.0,326.0,5.0,1792.0,0.0,0.0,346,1010.0,,,,,,0,,22.0,640.0,1.0,0.0,1865,360.0,0,625.0,22.0,640.0,2.0,0.0,1865,360.0
"Nov 10, 2021, 11:43:03 AM PST",Endpoint left,The endpoint left a video meeting,CDHFVFHQFP,skule189@mycompany.co,No,Web,hartland583@mycompany.co,Google Meet,1988,,Walther Skule,30.69.253.131,Knoxville,United States,38.0,UDP,643.0,846.0,2.0,0.0,1742,25.0,3.0,0.0,1864,10bj003siln6mf50msf427f9k6_20211110T190000Z,6ruRrUhtk77Bka1bLdu3YKIA,4.0,32.0,1.0,,,,,,0,,332.0,5.0,1792.0,1.0,0.0,94,1010.0,23.0,640.0,0.0,0.0,1742,360.0,0,594.0,23.0,640.0,1.0,0.0,1864,360.0
"Nov 10, 2021, 11:34:30 AM PST",Endpoint left,The endpoint left a video meeting,BPUKGCKHRE,hubane913@mycompany.co,No,Web,shakshaft640@mycompany.co,Google Meet,1427,,Ezequiel Hubane,175.146.66.38,Milwaukee,United States,50.0,UDP,1662.0,1961.0,2.0,0.0,1057,22.0,0.0,0.0,1060,,NFdQps_XqnWwHUYhKBmRYKIA,15.0,30.0,4.0,,,,,,0,,222.0,5.0,1792.0,0.0,0.0,324,1120.0,23.0,1280.0,0.0,0.0,1057,720.0,2,1598.0,24.0,640.0,0.0,0.0,1060,360.0
"Nov 10, 2021, 11:34:30 AM PST",Endpoint left,The endpoint left a video meeting,BPUKGCKHRE,shakshaft640@mycompany.co,No,Web,shakshaft640@mycompany.co,Google Meet,1475,,Gretna Shakshaft,32.3.189.209,Dallas,United States,,UDP,3283.0,1982.0,0.0,0.0,1433,22.0,,,1474,,NFdQps_XqnWwHUYhKBmRYKIA,5.0,26.0,0.0,389.0,0.0,,0.0,0.0,420,,,,,,,0,,0.0,,0.0,0.0,1433,,0,3202.0,,,,,1474,
"Nov 10, 2021, 11:20:58 AM PST",Endpoint left,The endpoint left a video meeting,XSXXQFJPMU,melbury6@mycompany.co,No,Web,melbury6@mycompany.co,Google Meet,367,,Peyter Melbury,199.31.13.112,Niverville,Canada,,UDP,2668.0,707.0,6.0,1.0,234,29.0,,,279,eu8864c04p19om9rca33lk0ecn_20211110T190000Z,LYiNG7HK2bdrT_S5Du2-YKIA,4.0,8.0,0.0,,,,,,0,,240.0,,,,,77,,0.0,,0.0,0.0,237,,0,2653.0,,,,,279,
"Nov 10, 2021, 11:09:45 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,kennermann871@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4162,,Royce Kennermann,144.95.204.52,Toledo,United States,34.0,UDP,385.0,1818.0,7.0,0.0,4161,6.0,0.0,0.0,4161,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,4.0,53.0,3.0,193.0,4.0,1310.0,1.0,0.0,2561,660.0,,,,,,0,,15.0,320.0,0.0,0.0,4161,180.0,0,348.0,24.0,320.0,0.0,0.0,4161,180.0
"Nov 10, 2021, 11:09:44 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,timlin221@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4055,,Caryn Timlin,81.6.217.226,Trail,Canada,35.0,UDP,329.0,1831.0,4.0,0.0,3854,4.0,11.0,2.0,3854,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,4.0,48.0,2.0,214.0,8.0,1310.0,0.0,0.0,2191,660.0,135.0,5.0,1792.0,9.0,3.0,169,1016.0,15.0,320.0,1.0,0.0,3851,180.0,10,308.0,24.0,320.0,12.0,5.0,3799,180.0
"Nov 10, 2021, 11:09:44 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,hartland583@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4097,,Rahal Hartland,183.134.2.205,Buffalo,United States,33.0,UDP,350.0,1176.0,7.0,0.0,4101,5.0,3.0,0.0,4101,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,4.0,43.0,3.0,193.0,4.0,1310.0,0.0,0.0,2538,660.0,,,,,,0,,17.0,320.0,0.0,0.0,4101,180.0,0,366.0,22.0,320.0,1.0,0.0,3613,180.0
"Nov 10, 2021, 11:09:43 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,eakeley542@mycompany.co,No,iOS,kennermann871@mycompany.co,Google Meet,4042,,Donnell Eakeley,84.155.45.80,Beaumont,Canada,39.0,UDP,9.0,653.0,11.0,0.0,4041,1.0,14.0,0.0,4041,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,5.0,73.0,,146.0,2.0,1310.0,10.0,0.0,1247,660.0,,,,,,0,,7.0,320.0,1.0,0.0,2345,180.0,0,,,,,,0,
"Nov 10, 2021, 11:09:42 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,marrison249@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4099,,Celene Marrison,87.95.43.138,Akron,United States,8.0,UDP,431.0,1303.0,9.0,0.0,2602,14.0,0.0,0.0,3920,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,6.0,40.0,3.0,66.0,5.0,1792.0,0.0,0.0,337,1016.0,354.0,12.0,1310.0,0.0,0.0,1318,660.0,15.0,320.0,1.0,0.0,2599,180.0,0,394.0,23.0,320.0,0.0,0.0,2602,180.0
"Nov 10, 2021, 11:09:42 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,valett538@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4090,5.0,Cazzie Valett,135.181.89.139,Montgomery,United States,27.0,UDP,171.0,1891.0,6.0,0.0,4096,5.0,0.0,0.0,4096,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,3.0,31.0,2.0,193.0,4.0,1310.0,2.0,0.0,2540,660.0,,,,,,0,,15.0,320.0,1.0,0.0,4096,180.0,0,150.0,24.0,320.0,0.0,0.0,3779,180.0
"Nov 10, 2021, 11:09:42 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,hubane913@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,3949,,Ezequiel Hubane,175.146.66.38,Milwaukee,United States,50.0,UDP,113.0,1851.0,6.0,0.0,3951,1.0,0.0,0.0,3951,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,4.0,52.0,4.0,188.0,4.0,1310.0,0.0,0.0,2468,660.0,,,,,,0,,15.0,320.0,2.0,0.0,3951,180.0,0,146.0,24.0,320.0,0.0,0.0,2373,180.0
"Nov 10, 2021, 11:09:42 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,baroux970@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4169,,Alicea Baroux,242.108.155.162,Cincinnati,United States,24.0,UDP,425.0,1820.0,10.0,0.0,4159,2.0,4.0,0.0,4169,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,4.0,43.0,3.0,195.0,5.0,1310.0,11.0,0.0,2543,660.0,,,,,,0,,15.0,320.0,6.0,0.0,4159,180.0,0,400.0,20.0,320.0,3.0,0.0,4169,180.0
"Nov 10, 2021, 11:09:42 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,eubank797@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4088,,Anne-marie Eubank,40.81.29.209,Melville,Canada,20.0,UDP,156.0,1130.0,8.0,0.0,4063,7.0,0.0,0.0,4063,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,4.0,41.0,1.0,193.0,4.0,1310.0,0.0,0.0,2525,660.0,,,,,,0,,17.0,320.0,0.0,0.0,4063,180.0,0,149.0,22.0,320.0,0.0,0.0,3556,180.0
"Nov 10, 2021, 11:09:42 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,thews865@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4140,,Eachelle Thews,229.57.171.118,Newmarket,Canada,44.0,UDP,190.0,1875.0,6.0,0.0,4142,2.0,3.0,0.0,4142,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,3.0,44.0,3.0,194.0,4.0,1310.0,9.0,0.0,2540,660.0,,,,,,0,,15.0,320.0,1.0,0.0,4139,180.0,0,164.0,23.0,320.0,1.0,0.0,4139,180.0
"Nov 10, 2021, 11:09:41 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,smallpeace315@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4085,,Gerladina Smallpeace,221.128.81.68,Santa Cruz,United States,39.0,UDP,209.0,1863.0,7.0,0.0,4091,2.0,5.0,0.0,4091,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,3.0,101.0,2.0,194.0,4.0,1310.0,1.0,0.0,2545,660.0,,,,,,0,,15.0,320.0,0.0,0.0,4091,180.0,0,181.0,24.0,320.0,2.0,0.0,4070,180.0
"Nov 10, 2021, 11:09:41 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,lowing81@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4072,,Skyler Lowing,210.124.6.235,Sechelt,Canada,36.0,UDP,413.0,1874.0,6.0,0.0,4074,3.0,2.0,0.0,4074,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,4.0,52.0,7.0,193.0,5.0,1310.0,0.0,0.0,2558,660.0,,,,,,0,,15.0,320.0,1.0,0.0,4070,180.0,0,381.0,23.0,320.0,2.0,0.0,4048,180.0
"Nov 10, 2021, 11:09:41 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,skule189@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,412,,Walther Skule,30.69.253.131,Knoxville,United States,38.0,UDP,76.0,2108.0,0.0,0.0,413,1.0,2.0,0.0,413,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,5.0,34.0,2.0,,,,,,0,,,,,,,0,,15.0,320.0,1.0,0.0,410,180.0,0,131.0,23.0,320.0,0.0,0.0,122,180.0
"Nov 10, 2021, 11:09:41 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,shakshaft640@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4083,,Gretna Shakshaft,32.3.189.209,Dallas,United States,,UDP,3069.0,3006.0,7.0,0.0,4083,2.0,,,4083,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,3.0,38.0,0.0,269.0,0.0,,0.0,0.0,2538,,,,,,,0,,0.0,,2.0,0.0,4083,,0,3003.0,,,,,4083,
"Nov 10, 2021, 11:09:41 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,melbury6@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,2896,,Peyter Melbury,199.31.13.112,Niverville,Canada,,UDP,2345.0,2507.0,7.0,0.0,2897,1.0,,,2897,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,3.0,43.0,0.0,244.0,0.0,,0.0,0.0,1421,,,,,,,0,,0.0,,1.0,0.0,2894,,0,2284.0,,,,,2897,
"Nov 10, 2021, 11:09:40 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,spleving989@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4061,,Torrin Spleving,217.59.34.217,Havre-Saint-Pierre,Canada,32.0,UDP,14.0,1241.0,9.0,0.0,4063,1.0,5.0,0.0,4063,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,5.0,44.0,4.0,212.0,5.0,1310.0,7.0,0.0,2198,660.0,,,,,,0,,16.0,320.0,1.0,0.0,4063,180.0,0,,,,,,0,
"Nov 10, 2021, 11:09:40 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,guislin720@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4154,,Jesus Guislin,183.194.111.159,Dallas,United States,,UDP,1554.0,2693.0,14.0,1.0,4157,1.0,,,4157,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,5.0,48.0,0.0,285.0,0.0,,17.0,1.0,2548,,,,,,,0,,0.0,,15.0,1.0,4114,,0,1486.0,,,,,4157,
"Nov 10, 2021, 11:09:38 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,boddie319@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,4047,,Glenna Boddie,225.170.208.155,Kansas City,United States,18.0,UDP,321.0,1857.0,8.0,0.0,4048,3.0,0.0,0.0,4048,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,3.0,43.0,0.0,193.0,4.0,1310.0,0.0,0.0,2544,660.0,,,,,,0,,14.0,320.0,0.0,0.0,4046,180.0,0,310.0,24.0,320.0,0.0,0.0,3831,180.0
"Nov 10, 2021, 11:03:54 AM PST",Endpoint left,The endpoint left a video meeting,CDHFVFHQFP,skule189@mycompany.co,No,Web,hartland583@mycompany.co,Google Meet,259,,Walther Skule,30.69.253.131,Knoxville,United States,37.0,UDP,154.0,9.0,,,0,4.0,2.0,0.0,267,10bj003siln6mf50msf427f9k6_20211110T190000Z,ljMrREYf2Zw-Nh3k-NbKYKIA,,,2.0,,,,,,0,,,,,,,0,,,,,,0,,0,144.0,24.0,320.0,1.0,0.0,267,180.0
"Nov 10, 2021, 11:00:33 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,filpo334@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,1650,,Osgood Filpo,196.77.162.203,Cookshire-Eaton,Canada,28.0,UDP,486.0,1890.0,7.0,0.0,1647,14.0,4.0,0.0,1647,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,3.0,40.0,2.0,108.0,5.0,1310.0,0.0,0.0,717,660.0,,,,,,0,,14.0,320.0,1.0,0.0,1644,180.0,0,489.0,24.0,640.0,2.0,0.0,1493,360.0
"Nov 10, 2021, 10:32:58 AM PST",Endpoint left,The endpoint left a video meeting,DFDQGYNGUT,tpiddletownoz@mysql.com,Yes,Web,cmeaden1@scientificamerican.com,Google Meet,1869,,Tamarra Piddletown,183.191.142.251,Martensville,Canada,29.0,UDP,626.0,943.0,1.0,0.0,1869,20.0,3.0,0.0,1869,6e8if9f1l3frbjd1l3ll914i1h,jD6_xnXxFZFYwTaL-_7mYKIA,4.0,45.0,3.0,,,,,,0,,,,,,,0,,23.0,640.0,0.0,0.0,1859,360.0,0,585.0,24.0,640.0,1.0,0.0,1869,360.0
"Nov 10, 2021, 10:32:52 AM PST",Endpoint left,The endpoint left a video meeting,DFDQGYNGUT,filpo334@mycompany.co,No,Web,cmeaden1@scientificamerican.com,Google Meet,1926,,Osgood Filpo,196.77.162.203,Cookshire-Eaton,Canada,28.0,UDP,692.0,936.0,2.0,0.0,1925,36.0,1.0,0.0,1925,6e8if9f1l3frbjd1l3ll914i1h,jD6_xnXxFZFYwTaL-_7mYKIA,5.0,31.0,2.0,,,,,,0,,,,,,,0,,23.0,640.0,1.0,0.0,1925,360.0,0,621.0,24.0,640.0,1.0,0.0,1925,360.0
"Nov 10, 2021, 10:32:51 AM PST",Endpoint left,The endpoint left a video meeting,DFDQGYNGUT,cmeaden1@scientificamerican.com,Yes,Web,cmeaden1@scientificamerican.com,Google Meet,1946,,Chase Meaden,215.248.93.164,Selkirk,Canada,35.0,UDP,640.0,978.0,2.0,0.0,1927,4.0,0.0,0.0,1948,6e8if9f1l3frbjd1l3ll914i1h,jD6_xnXxFZFYwTaL-_7mYKIA,4.0,27.0,6.0,,,,,,0,,,,,,,0,,23.0,640.0,0.0,0.0,1927,360.0,0,619.0,23.0,640.0,0.0,0.0,1948,360.0
"Nov 10, 2021, 10:22:09 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,skule189@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,1252,,Walther Skule,30.69.253.131,Knoxville,United States,36.0,UDP,236.0,1899.0,2.0,0.0,1254,9.0,2.0,0.0,1254,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,4.0,40.0,1.0,240.0,5.0,1310.0,0.0,0.0,1166,660.0,,,,,,0,,16.0,320.0,0.0,0.0,1251,180.0,0,200.0,24.0,320.0,1.0,0.0,1254,180.0
"Nov 10, 2021, 10:21:19 AM PST",Endpoint left,The endpoint left a video meeting,BDQBQRQWYP,melbury6@mycompany.co,No,Web,kennermann871@mycompany.co,Google Meet,1249,,Peyter Melbury,199.31.13.112,Niverville,Canada,,UDP,3163.0,2814.0,3.0,0.0,1249,1.0,,,1256,7r6hd8rscdglnrnc7tap6na8f7_20211110T180000Z,OKjhXMw81wkQHVlpjFwMYKIA,3.0,29.0,0.0,328.0,0.0,,0.0,0.0,1109,,,,,,,0,,0.0,,1.0,0.0,1256,,0,3133.0,,,,,1256,
"Nov 10, 2021, 10:01:08 AM PST",Endpoint left,The endpoint left a video meeting,CWIEWMCAFP,spleving989@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1899,,Torrin Spleving,217.59.34.217,Havre-Saint-Pierre,Canada,33.0,UDP,793.0,1351.0,5.0,0.0,1846,10.0,0.0,0.0,1898,pgcbkt8e145osdkppqm4mraqeo_20211110T173000Z,TuTLPVCj5Kg8_cIRyfxuYKIQ,5.0,138.0,5.0,95.0,11.0,1258.0,1.0,0.0,1470,1120.0,,,,,,0,,18.0,320.0,5.0,0.0,1846,180.0,0,753.0,24.0,640.0,0.0,0.0,1898,360.0
"Nov 10, 2021, 10:01:08 AM PST",Endpoint left,The endpoint left a video meeting,CWIEWMCAFP,shakshaft640@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1698,,Gretna Shakshaft,32.3.189.209,Dallas,United States,,UDP,3220.0,2557.0,3.0,0.0,1702,4.0,,,1532,pgcbkt8e145osdkppqm4mraqeo_20211110T173000Z,TuTLPVCj5Kg8_cIRyfxuYKIQ,3.0,87.0,0.0,229.0,0.0,,4.0,0.0,1464,,,,,,,0,,0.0,,0.0,0.0,1702,,0,3188.0,,,,,1702,
"Nov 10, 2021, 10:01:08 AM PST",Endpoint left,The endpoint left a video meeting,CWIEWMCAFP,hartland583@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1840,,Rahal Hartland,183.134.2.205,Buffalo,United States,36.0,UDP,811.0,1315.0,2.0,0.0,1847,4.0,2.0,0.0,1847,pgcbkt8e145osdkppqm4mraqeo_20211110T173000Z,TuTLPVCj5Kg8_cIRyfxuYKIQ,5.0,64.0,3.0,98.0,10.0,1258.0,0.0,0.0,1470,1120.0,,,,,,0,,17.0,320.0,0.0,0.0,1847,180.0,1,784.0,22.0,640.0,1.0,0.0,1847,360.0
"Nov 10, 2021, 10:01:07 AM PST",Endpoint left,The endpoint left a video meeting,CWIEWMCAFP,marrison249@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1711,,Celene Marrison,87.95.43.138,Akron,United States,10.0,UDP,706.0,1369.0,2.0,0.0,1713,4.0,3.0,0.0,1711,pgcbkt8e145osdkppqm4mraqeo_20211110T173000Z,TuTLPVCj5Kg8_cIRyfxuYKIQ,6.0,42.0,3.0,102.0,12.0,1258.0,0.0,0.0,1474,1120.0,,,,,,0,,18.0,320.0,0.0,0.0,1711,180.0,0,762.0,21.0,640.0,0.0,0.0,1550,360.0
"Nov 10, 2021, 10:01:06 AM PST",Endpoint left,The endpoint left a video meeting,CWIEWMCAFP,eubank797@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1552,,Anne-marie Eubank,40.81.29.209,Melville,Canada,18.0,UDP,816.0,1391.0,2.0,0.0,755,20.0,0.0,0.0,1426,pgcbkt8e145osdkppqm4mraqeo_20211110T173000Z,TuTLPVCj5Kg8_cIRyfxuYKIQ,5.0,40.0,1.0,,,,,,0,,175.0,14.0,1258.0,0.0,0.0,671,1120.0,17.0,320.0,0.0,0.0,753,180.0,0,772.0,23.0,640.0,0.0,0.0,753,360.0
"Nov 10, 2021, 10:01:06 AM PST",Endpoint left,The endpoint left a video meeting,CWIEWMCAFP,skule189@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1701,,Walther Skule,30.69.253.131,Knoxville,United States,72.0,UDP,789.0,1332.0,3.0,0.0,1704,11.0,3.0,0.0,1704,pgcbkt8e145osdkppqm4mraqeo_20211110T173000Z,TuTLPVCj5Kg8_cIRyfxuYKIQ,5.0,36.0,2.0,97.0,12.0,1258.0,1.0,0.0,1466,1120.0,,,,,,0,,17.0,320.0,1.0,0.0,1701,180.0,0,755.0,24.0,640.0,0.0,0.0,1701,360.0
"Nov 10, 2021, 10:01:05 AM PST",Endpoint left,The endpoint left a video meeting,CWIEWMCAFP,boddie319@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1778,,Glenna Boddie,225.170.208.155,Kansas City,United States,10.0,UDP,641.0,1325.0,2.0,0.0,1782,2.0,0.0,0.0,1782,pgcbkt8e145osdkppqm4mraqeo_20211110T173000Z,TuTLPVCj5Kg8_cIRyfxuYKIQ,3.0,36.0,0.0,96.0,11.0,1258.0,0.0,0.0,1466,1120.0,,,,,,0,,19.0,320.0,0.0,0.0,1782,180.0,0,733.0,24.0,640.0,0.0,0.0,1497,360.0
"Nov 10, 2021, 9:59:23 AM PST",Endpoint left,The endpoint left a video meeting,CWIEWMCAFP,filpo334@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1668,,Osgood Filpo,196.77.162.203,Cookshire-Eaton,Canada,30.0,UDP,775.0,1410.0,2.0,0.0,1663,8.0,2.0,0.0,1660,pgcbkt8e145osdkppqm4mraqeo_20211110T173000Z,TuTLPVCj5Kg8_cIRyfxuYKIQ,4.0,77.0,2.0,99.0,12.0,1258.0,1.0,0.0,1356,1120.0,,,,,,0,,19.0,320.0,0.0,0.0,1660,180.0,0,751.0,23.0,640.0,1.0,0.0,1660,360.0
"Nov 10, 2021, 8:50:00 AM PST",Endpoint left,The endpoint left a video meeting,UIVRBDODYC,eubank797@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1017,,Anne-marie Eubank,40.81.29.209,Melville,Canada,19.0,UDP,1565.0,1549.0,5.0,0.0,1016,27.0,1.0,0.0,1018,tbisr3kkgbvg3v3gvvrjabusic,vZjbxWDWIsX1tPrN3Y49YKIQ,6.0,60.0,1.0,,,,,,0,,,,,,,0,,23.0,1280.0,0.0,0.0,1016,720.0,0,1530.0,24.0,1280.0,1.0,0.0,1016,720.0
"Nov 10, 2021, 8:50:00 AM PST",Endpoint left,The endpoint left a video meeting,UIVRBDODYC,dmandrieref@123-reg.co.uk,Yes,Web,eubank797@mycompany.co,Google Meet,1214,,Dita Mandrier,135.35.247.114,Rivière-du-Loup,Canada,67.0,UDP,1345.0,1330.0,1.0,0.0,1017,19.0,9.0,0.0,1220,tbisr3kkgbvg3v3gvvrjabusic,vZjbxWDWIsX1tPrN3Y49YKIQ,4.0,33.0,4.0,,,,,,0,,,,,,,0,,23.0,1280.0,0.0,0.0,1017,720.0,0,1302.0,24.0,1280.0,13.0,0.0,1220,720.0
"Nov 10, 2021, 8:01:32 AM PST",Endpoint left,The endpoint left a video meeting,AWVIPMVPSH,tamblingson798@mycompany.co,No,Web,skule189@mycompany.co,Google Meet,1822,,Ileane Tamblingson,56.64.132.235,Bancroft,Canada,79.0,UDP,536.0,1954.0,7.0,0.0,1529,11.0,17.0,1.0,1529,06nnrne1706murfrtikjr55v54,1U5eII073t09zXqdYvf1YKIQ,9.0,134.0,18.0,,,,,,0,,121.0,5.0,1792.0,5.0,0.0,216,1120.0,23.0,640.0,4.0,0.0,1514,360.0,0,503.0,24.0,640.0,15.0,2.0,1529,360.0
"Nov 10, 2021, 8:01:25 AM PST",Endpoint left,The endpoint left a video meeting,AWVIPMVPSH,lowing81@mycompany.co,No,Web,skule189@mycompany.co,Google Meet,1871,,Skyler Lowing,210.124.6.235,Sechelt,Canada,42.0,UDP,795.0,1306.0,8.0,0.0,1870,8.0,2.0,0.0,1874,06nnrne1706murfrtikjr55v54,1U5eII073t09zXqdYvf1YKIQ,12.0,90.0,12.0,61.0,5.0,1792.0,0.0,0.0,896,1120.0,,,,,,0,,23.0,640.0,0.0,0.0,1848,360.0,3,766.0,23.0,640.0,3.0,0.0,1870,360.0
"Nov 10, 2021, 8:01:24 AM PST",Endpoint left,The endpoint left a video meeting,AWVIPMVPSH,melbury6@mycompany.co,No,Web,skule189@mycompany.co,Google Meet,1841,,Peyter Melbury,199.31.13.112,Niverville,Canada,,UDP,3249.0,1321.0,11.0,0.0,1846,8.0,,,1846,06nnrne1706murfrtikjr55v54,1U5eII073t09zXqdYvf1YKIQ,11.0,116.0,0.0,133.0,0.0,,0.0,0.0,894,,,,,,,0,,0.0,,0.0,0.0,1846,,0,3176.0,,,,,1846,
